序號,是否離職,年齡,性別,婚姻狀態,是否有大學學歷,是否有碩士學歷,是否有博士學歷,最高學歷學校等級,外部經歷總公司數,外部經歷總年資,集團年資,公司年資,一級主管序號,是否為主管,廣義管理幅度,狹義管理幅度,職位層級,是否為STEM人才,是否有兼職,距上次升遷時長,單位,單位層級,單位_第一層,單位_第二層,單位_第三層,個性分群,職能強項,職能弱項,職能驚喜,職能盲點,績效,是否為關鍵人才
1214,1,40,男性,,NO,YES,NO,二級,4,5.5,0.710502283,0.710502283,1531,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0100,科,04C0000,04C0100,,,,,,,4.3,FALSE
1215,1,24,男性,未婚,YES,NO,NO,其他,0,0,0.818493151,0.818493151,1534,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0100,科,04C0000,04C0100,,,,,,,5.5,TRUE
1216,1,21,男性,未婚,,,,,0,0,0.379908676,0.379908676,536,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0100,科,04C0000,04C0100,,,,,,,,
1217,1,23,男性,未婚,YES,NO,NO,二級,0,0,0.796575342,0.796575342,1534,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1218,1,24,男性,未婚,YES,NO,NO,一級,0,0,0.546575342,0.546575342,1534,FALSE,0,0,行政人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,,,,,,3.5,FALSE
1219,1,23,女性,未婚,YES,NO,NO,二級,0,0,0.793835616,0.793835616,1531,FALSE,0,0,行政人員,FALSE,FALSE,7.5,03C2200,科,03C0000,03C2000,03C2200,,,,,,3.8,FALSE
1220,1,21,女性,未婚,,,,,0,0,0.29109589,0.29109589,536,FALSE,0,0,行政人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1221,1,25,男性,未婚,,,,,0,0,0.788356164,0.788356164,1534,FALSE,0,0,行政人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1222,1,23,女性,未婚,YES,NO,NO,其他,0,0,0.183105023,0.183105023,411,FALSE,0,0,行政人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1223,0,27,男性,未婚,YES,YES,NO,一級,0,0,1.271917808,1.271917808,1580,FALSE,0,0,一般專業人員,FALSE,FALSE,1,03C2400,科,03C0000,03C2000,03C2400,外向開放型,,,,,,
1224,0,39,女性,未婚,YES,NO,NO,其他,4,13.33333333,3.01369863,3.01369863,1552,FALSE,0,0,行政人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,保守穩定型,,,,,,
1225,1,25,女性,未婚,YES,NO,NO,一級,0,0,0.15456621,0.15456621,1582,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1500,科,0DC0000,0DC1000,0DC1500,,,,,,,
1226,0,29,女性,未婚,YES,YES,NO,一級,2,4,1.235159817,1.235159817,1538,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1500,科,0DC0000,0DC1000,0DC1500,正向領導型,,,,,,
1227,1,24,男性,未婚,YES,NO,NO,其他,0,0,0.124429224,0.124429224,411,FALSE,0,0,資深專業人員,FALSE,FALSE,,02C0000,處,02C0000,,,,,,,,,
1228,0,33,男性,未婚,YES,YES,NO,一級,3,3.416666667,1.235159817,1.235159817,1538,FALSE,0,0,一般專業人員,FALSE,FALSE,3,02C0000,處,02C0000,,,,促進團隊成功,持續改善,,,,
1229,1,26,男性,,YES,NO,NO,其他,0,0,0.554794521,0.554794521,233,FALSE,0,0,高階主管,FALSE,FALSE,,02C0000,處,02C0000,,,,,,,,,
1230,1,26,男性,未婚,YES,NO,NO,一級,1,3.416666667,0.385388128,0.385388128,1580,FALSE,0,0,高階主管,FALSE,FALSE,,02C0000,處,02C0000,,,,,,,,,
1231,0,35,男性,已婚,YES,YES,NO,一級,2,5.25,1.196803653,1.196803653,203,FALSE,0,0,一般專業人員,FALSE,FALSE,1.8,02C0000,處,02C0000,,,,,,,,,
1232,0,25,女性,未婚,YES,YES,NO,一級,0,0,1.135388128,1.135388128,1532,FALSE,0,0,資深專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,保守穩定型,,,指導,,3.5,FALSE
1233,1,26,男性,未婚,YES,NO,NO,其他,0,0,0.285616438,0.285616438,1532,FALSE,0,0,行政人員,FALSE,FALSE,7.9,0AC6200,科,0AC0000,0AC6000,0AC6200,保守穩定型,工作管理,,促進團隊成功,,4,FALSE
1235,0,35,男性,未婚,YES,YES,NO,一級,1,3.416666667,1.138127854,1.138127854,83,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C2200,科,01C0000,01C2000,01C2200,,,,,,4.2,FALSE
1236,1,25,女性,未婚,YES,NO,NO,一級,0,0,0.468721461,0.468721461,1531,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C2200,科,01C0000,01C2000,01C2200,,,,,,,
1237,1,24,女性,未婚,YES,NO,NO,二級,0,0,0.976940639,0.976940639,1455,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0700,科,04C0000,04C0700,,,,,,,,
1238,0,34,男性,未婚,YES,YES,NO,一級,1,5.583333333,1.138127854,1.138127854,851,FALSE,0,0,一般專業人員,FALSE,FALSE,0.5,01C2200,科,01C0000,01C2000,01C2200,,,,,,,
1239,0,34,男性,未婚,YES,YES,NO,一級,4,9,1.138127854,1.138127854,92,FALSE,0,0,一般專業人員,FALSE,FALSE,1.9,01C2200,科,01C0000,01C2000,01C2200,,,,,,,
1240,1,30,男性,,YES,YES,NO,一級,2,2.333333333,0.419406393,0.419406393,430,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,,,敏捷力,,,4,FALSE
1241,0,30,女性,未婚,YES,NO,NO,其他,3,2.75,1.138127854,1.138127854,233,FALSE,0,0,一般專業人員,FALSE,FALSE,4.6,01C2200,科,01C0000,01C2000,01C2200,,,,,,3.2,FALSE
1242,1,25,女性,未婚,YES,NO,NO,其他,0,0,0.666666667,0.666666667,92,FALSE,0,0,行政人員,FALSE,FALSE,9,0AC6200,科,0AC0000,0AC6000,0AC6200,保守穩定型,,,,,4,FALSE
1243,1,23,女性,未婚,YES,NO,NO,一級,0,0,0.416666667,0.416666667,92,FALSE,0,0,資深專業人員,FALSE,FALSE,0,0AC6200,科,0AC0000,0AC6000,0AC6200,樂觀關係型,,,,持續改善 敏捷力,4.4,TRUE
1244,1,24,女性,未婚,YES,NO,NO,二級,0,0,0.416666667,0.416666667,92,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C2200,科,01C0000,01C2000,01C2200,,促進團隊成功,,,,4.2,FALSE
1245,0,25,女性,未婚,YES,NO,NO,二級,0,0,1.071232877,1.071232877,1532,FALSE,0,0,資深專業人員,FALSE,FALSE,3.1,0AC6200,科,0AC0000,0AC6000,0AC6200,樂觀關係型,,,,,5,TRUE
1246,1,29,男性,,YES,NO,NO,一級,0,0,0.416666667,0.416666667,92,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C2200,科,01C0000,01C2000,01C2200,,,,,,4.5,FALSE
1247,0,35,男性,未婚,YES,YES,NO,一級,3,8,1.063013699,1.063013699,1556,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C2200,科,01C0000,01C2000,01C2200,,,,,,,
1248,0,28,男性,已婚,YES,YES,NO,其他,2,2,1.063013699,1.063013699,1013,FALSE,0,0,一般專業人員,FALSE,FALSE,0.4,01C2200,科,01C0000,01C2000,01C2200,,,,,,,
1249,1,23,男性,未婚,YES,NO,NO,二級,0,0,0.37716895,0.37716895,1531,FALSE,0,0,資深專業人員,FALSE,FALSE,0.9,0AC6200,科,0AC0000,0AC6000,0AC6200,外向開放型,,指導,,計劃與組織能力,5.8,TRUE
1250,1,24,女性,未婚,,,,,0,0,0.635388128,0.635388128,227,FALSE,0,0,一般專業人員,FALSE,FALSE,0.4,0AC6200,科,0AC0000,0AC6000,0AC6200,保守穩定型,工作管理,,學習力,,4.8,TRUE
1251,1,23,男性,未婚,YES,NO,NO,其他,0,0,0.37716895,0.37716895,1531,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,樂觀關係型,促進團隊成功,工作管理,,,3.8,FALSE
1252,1,26,男性,,YES,NO,NO,其他,1,1.5,0.271917808,0.271917808,194,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,樂觀關係型,,,,,4.4,FALSE
1253,0,30,男性,未婚,YES,YES,NO,其他,0,0,1.02739726,1.02739726,519,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,外向開放型,促進團隊成功,工作管理,學習力,,4.6,TRUE
1254,0,47,女性,未婚,YES,NO,NO,其他,7,19.75,0.979680365,0.979680365,83,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,樂觀關係型,問題分析與解決,,學習力,促進團隊成功,4,FALSE
1255,0,35,女性,已婚,YES,NO,NO,其他,4,10.91666667,0.979680365,0.979680365,83,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC6200,科,0AC0000,0AC6000,0AC6200,保守穩定型,,,,,,
1256,0,23,女性,未婚,YES,NO,NO,其他,0,0,0.979680365,0.979680365,895,FALSE,0,0,行政人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,外向開放型,工作管理 對話力,,,,3.8,FALSE
1257,0,34,男性,,YES,NO,NO,其他,4,9.5,0.979680365,0.979680365,1587,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,01C5100,科,01C0000,01C5000,01C5100,保守穩定型,促進團隊成功 學習力,敏捷力,,,4.7,TRUE
1258,0,41,男性,未婚,YES,NO,NO,其他,4,12,0.960502283,0.960502283,951,FALSE,0,0,一般專業人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,外向開放型,工作管理,,,問題分析與解決,4.8,TRUE
1259,0,42,男性,未婚,YES,NO,NO,其他,11,14.16666667,0.960502283,0.960502283,951,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,正向領導型,,,,敏捷力,5,TRUE
1260,0,48,男性,已婚,YES,NO,NO,其他,6,19.33333333,0.960502283,0.960502283,951,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,正向領導型,,,,,5,TRUE
1261,1,36,男性,未婚,YES,YES,NO,其他,5,9.083333333,0.490639269,0.490639269,1577,FALSE,0,0,一般專業人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,保守穩定型,學習力,敏捷力,,,6,TRUE
1262,1,34,男性,已婚,YES,YES,NO,其他,2,7.25,0.116210046,0.116210046,83,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,保守穩定型,,指導,,,4,FALSE
1263,0,22,女性,未婚,,,,,0,0,0.938584475,0.938584475,203,FALSE,0,0,一般專業人員,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,樂觀關係型,促進團隊成功,工作管理 問題分析與解決,,,3.4,FALSE
1264,0,33,男性,已婚,YES,NO,NO,一級,5,6.75,0.941324201,0.941324201,1534,FALSE,0,0,資深專業人員,FALSE,TRUE,1.3,09C2000,部,09C0000,09C2000,,,,,,,6,TRUE
1265,1,22,女性,未婚,,,,,0,0,0.282876712,0.282876712,1575,FALSE,0,0,基層/專案主管,FALSE,FALSE,3.5,09C2000,部,09C0000,09C2000,,,,建立夥伴關係,指導與發展人才,,5,TRUE
1266,1,26,女性,未婚,YES,NO,NO,其他,0,0,0.269178082,0.269178082,1575,FALSE,0,0,資深專業人員,FALSE,FALSE,1.7,09C2000,部,09C0000,09C2000,,,,,對話力,,4.5,FALSE
1267,0,25,女性,未婚,YES,NO,NO,其他,1,1,0.946803653,0.946803653,1530,FALSE,0,0,資深專業人員,FALSE,FALSE,5.9,09C2000,部,09C0000,09C2000,,,,,,,,
1270,0,30,女性,未婚,YES,NO,NO,其他,4,4,0.922146119,0.922146119,1584,FALSE,0,0,行政人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,保守穩定型,,,,,3,FALSE
1271,0,34,女性,未婚,YES,NO,NO,一級,5,8.916666667,0.924885845,0.924885845,1013,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,,,,,,4.5,FALSE
1272,1,37,男性,已婚,YES,NO,NO,其他,4,10.58333333,0.177625571,0.177625571,951,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,正向領導型,,,,,3.4,FALSE
1273,0,32,女性,未婚,YES,NO,NO,其他,1,3.083333333,0.922146119,0.922146119,951,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,樂觀關係型,工作管理,,,學習力,3,FALSE
1274,1,29,女性,未婚,YES,YES,NO,其他,0,0,0.490639269,0.490639269,1530,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,樂觀關係型,,,,,,
1275,0,31,女性,未婚,YES,NO,NO,其他,3,6.083333333,0.885388128,0.885388128,1013,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,外向開放型,,,,,4,FALSE
1276,0,34,女性,已婚,YES,YES,NO,二級,6,13.33333333,0.885388128,0.885388128,1534,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,樂觀關係型,,工作管理,,,3,FALSE
1277,0,33,女性,未婚,YES,NO,NO,一級,6,10,0.885388128,0.885388128,1577,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,外向開放型,,,,,,
1278,0,26,女性,未婚,YES,NO,NO,一級,1,2,0.885388128,0.885388128,561,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,正向領導型,,,,,,
1279,0,26,女性,,YES,NO,NO,其他,2,2.333333333,0.885388128,0.885388128,917,FALSE,0,0,基層/專案主管,TRUE,TRUE,,07C0000,處,07C0000,,,,,,,,5,TRUE
1280,0,38,男性,已婚,YES,NO,NO,其他,4,3.833333333,0.888127854,0.888127854,1455,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,,,,,,,
1282,0,32,男性,已婚,YES,NO,NO,其他,3,3.194063927,2.990639269,0.038356164,1584,FALSE,0,0,資深專業人員,TRUE,FALSE,2.9,07C0000,處,07C0000,,,,,學習力,,,5,TRUE
1283,1,32,男性,已婚,YES,YES,NO,其他,6,7.583333333,0.065753425,0.065753425,430,FALSE,0,0,資深專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,,,,,,5.5,TRUE
1284,0,32,女性,未婚,YES,YES,NO,一級,2,5.583333333,0.849771689,0.849771689,681,FALSE,0,0,一般專業人員,TRUE,FALSE,4.5,07C0000,處,07C0000,,,,,,,,3.7,FALSE
1285,0,36,女性,,YES,NO,NO,一級,4,5.666666667,0.847031963,0.847031963,1586,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,,,,,,
1286,0,31,男性,未婚,YES,YES,NO,一級,2,5.166666667,0.847031963,0.847031963,1577,TRUE,9,9,一般專業人員,TRUE,FALSE,1,04C0800,科,04C0000,04C0800,,,,,,,,
1287,1,29,女性,未婚,YES,NO,NO,其他,2,6.25,0.002739726,0.002739726,411,FALSE,0,0,一般專業人員,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,,,,,
1288,1,24,女性,未婚,YES,NO,NO,其他,1,0.333333333,0.683105023,0.683105023,1532,FALSE,0,0,資深專業人員,FALSE,FALSE,2.5,06C0000,處,06C0000,,,,,,,,,
1289,1,23,女性,未婚,YES,NO,NO,二級,0,0,0.183105023,0.183105023,1532,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1290,0,46,女性,已婚,YES,YES,NO,其他,2,22.75,0.810273973,0.810273973,1013,FALSE,0,0,一般專業人員,FALSE,FALSE,1.5,06C0000,處,06C0000,,,,計劃與組織能力,建立夥伴關係 對話力,,,4.8,TRUE
1291,0,44,男性,未婚,YES,YES,NO,二級,4,9.166666667,0.807534247,0.807534247,951,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0100,科,04C0000,04C0100,,,,學習力,,,4,FALSE
1292,0,40,女性,未婚,YES,YES,NO,二級,2,15.16666667,0.793835616,0.793835616,1530,FALSE,0,0,一般專業人員,FALSE,FALSE,0,06C0000,處,06C0000,,,,,,,,,
1293,0,35,男性,未婚,YES,YES,NO,一級,4,9.5,0.79109589,0.79109589,1584,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,3.7,FALSE
1295,0,25,男性,未婚,,,,,0,0,0.771917808,0.771917808,1532,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1296,0,27,男性,未婚,YES,NO,NO,一級,1,2.083333333,0.752739726,0.752739726,1534,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
1297,0,33,女性,已婚,YES,NO,NO,其他,1,7.901826484,2.993378995,2.993378995,515,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1298,0,34,女性,未婚,YES,NO,NO,其他,5,9.25,0.732420091,0.732420091,895,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
1299,0,47,女性,未婚,YES,YES,NO,其他,6,19.91666667,0.65456621,0.65456621,233,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,,,,,,
1300,0,28,女性,未婚,YES,YES,NO,一級,1,1.75,0.732420091,0.732420091,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,外向開放型,學習力,,敏捷力,,,
1301,0,31,男性,未婚,YES,NO,NO,其他,1,5.25,0.732420091,0.732420091,951,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
1302,0,26,男性,未婚,YES,YES,NO,一級,1,1.083333333,0.735159817,0.735159817,1530,FALSE,0,0,資深專業人員,TRUE,FALSE,0.9,07C0000,處,07C0000,,,保守穩定型,,,,,4.5,FALSE
1303,1,29,女性,未婚,YES,NO,NO,其他,1,1.916666667,1.976940639,1.941324201,1582,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,,,,,5,TRUE
1304,0,27,女性,未婚,YES,NO,NO,其他,0,0,0.732420091,0.732420091,194,FALSE,0,0,基層/專案主管,TRUE,FALSE,2.1,07C0000,處,07C0000,,,,,,指導與發展人才,敏捷力,,
1305,1,35,女性,未婚,YES,YES,NO,其他,2,8.333333333,0.110730594,0.110730594,1555,FALSE,0,0,資深專業人員,TRUE,FALSE,0.9,07C0000,處,07C0000,,,樂觀關係型,,,指導,持續改善 對話力,5.3,TRUE
1306,0,38,男性,已婚,YES,NO,NO,其他,4,13.41666667,0.713242009,0.713242009,1013,FALSE,0,0,資深專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,,,,,4.3,FALSE
1307,0,41,男性,已婚,YES,NO,NO,其他,4,13.41666667,0.694063927,0.694063927,1555,FALSE,0,0,資深專業人員,TRUE,TRUE,,07C0000,處,07C0000,,,樂觀關係型,學習力,對話力,,敏捷力,5,TRUE
1308,0,55,女性,未婚,YES,NO,NO,其他,4,12.5,0.694063927,0.694063927,,FALSE,0,0,資深專業人員,TRUE,TRUE,,07C0000,處,07C0000,,,保守穩定型,,,學習力,,4,FALSE
1309,0,25,男性,未婚,YES,NO,NO,一級,0,0,0.691324201,0.691324201,1567,FALSE,0,0,一般專業人員,TRUE,FALSE,7.9,07C0000,處,07C0000,,,保守穩定型,,敏捷力 學習力,,,3,FALSE
1310,0,22,男性,未婚,,,,,1,0.333333333,0.691324201,0.691324201,1567,FALSE,0,0,一般專業人員,TRUE,FALSE,5.9,07C0000,處,07C0000,,,外向開放型,,,,,3.8,FALSE
1311,1,26,男性,,YES,YES,NO,一級,3,2.75,0.160045662,0.160045662,1538,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,,學習力,工作管理,對話力,,3.9,TRUE
1312,0,37,女性,未婚,YES,YES,NO,其他,6,12.5,0.677625571,0.677625571,519,FALSE,0,0,一般專業人員,TRUE,FALSE,2.9,07C0000,處,07C0000,,,保守穩定型,,,對話力,,3.7,FALSE
1313,0,25,男性,未婚,YES,NO,NO,一級,0,0,0.672146119,0.672146119,1567,FALSE,0,0,一般專業人員,TRUE,FALSE,2.6,07C0000,處,07C0000,,,外向開放型,促進團隊成功,敏捷力,,問題分析與解決,5.3,TRUE
1314,0,25,女性,未婚,YES,NO,NO,其他,1,2.5,0.674885845,0.674885845,1587,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,,,,
1315,0,34,女性,未婚,YES,YES,NO,其他,3,9,0.674885845,0.674885845,92,FALSE,0,0,資深專業人員,TRUE,TRUE,,07C0000,處,07C0000,,,外向開放型,,對話力,,,5.3,TRUE
1316,1,25,男性,未婚,YES,NO,NO,其他,0,0,0.280136986,0.280136986,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,0.1,07C0000,處,07C0000,,,,,,,,,
1317,0,28,女性,未婚,YES,YES,NO,一級,1,3,0.657305936,0.657305936,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,問題分析與解決,,,4,FALSE
1319,0,32,女性,已婚,YES,YES,NO,一級,2,4.083333333,0.65456621,0.493378995,1532,FALSE,0,0,行政人員,TRUE,FALSE,,07C0000,處,07C0000,,,,,,,,,
1320,0,27,男性,未婚,YES,YES,NO,二級,2,0.666666667,0.657305936,0.657305936,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,學習力,,敏捷力,,4.6,TRUE
1321,1,22,女性,未婚,NO,NO,NO,其他,0,0,0.657305936,0.657305936,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,正向領導型,,,,,5,TRUE
1322,0,26,女性,未婚,YES,YES,NO,其他,0,0,0.61347032,0.61347032,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,,,,,4.6,TRUE
1323,0,30,男性,未婚,YES,YES,NO,一級,2,2.583333333,0.599771689,0.599771689,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,,,,
1324,1,21,男性,未婚,,,,,0,0,0.162785388,0.162785388,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,,,,,4,FALSE
1325,1,22,男性,未婚,,,,,0,0,0.157305936,0.157305936,1534,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,正向領導型,學習力,,,,5,TRUE
1326,1,22,男性,未婚,YES,NO,NO,其他,0,0,0.157305936,0.157305936,409,FALSE,0,0,一般專業人員,TRUE,TRUE,,07C0000,處,07C0000,,,外向開放型,學習力,,問題分析與解決,,4.6,TRUE
1327,1,23,女性,未婚,YES,NO,NO,其他,0,0,0.157305936,0.157305936,409,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,學習力,敏捷力,工作管理,,5,TRUE
1328,1,24,男性,未婚,YES,NO,NO,一級,0,0,0.157305936,0.157305936,1575,FALSE,0,0,資深專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,,,,,,
1329,1,21,男性,未婚,,,,,0,0,0.157305936,0.157305936,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,促進團隊成功,,,,4,FALSE
1330,1,22,男性,未婚,,,,,0,0,0.157305936,0.157305936,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,學習力,,4,FALSE
1331,1,21,女性,未婚,,,,,0,0,0.157305936,0.157305936,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,,,4,FALSE
1332,1,22,男性,未婚,,,,,0,0,0.407305936,0.407305936,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,正向領導型,,,,,3,FALSE
1333,1,24,女性,未婚,YES,NO,NO,其他,0,0,0.157305936,0.157305936,1575,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,,,,,,
1334,1,24,女性,未婚,YES,NO,NO,其他,0,0,0.29109589,0.29109589,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,正向領導型,工作管理,,學習力,,3,FALSE
1335,1,27,男性,未婚,YES,NO,NO,其他,0,0,0.157305936,0.157305936,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,,,,,3,FALSE
1336,1,22,男性,未婚,,,,,0,0,0.157305936,0.157305936,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,,,3,FALSE
1337,1,21,女性,未婚,,,,,0,0,0.157305936,0.157305936,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,,,,,3,FALSE
1338,0,23,男性,未婚,YES,NO,NO,其他,0,0,0.649086758,0.649086758,807,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,樂觀關係型,,,,,,
1339,1,22,女性,未婚,,,,,0,0,0.157305936,0.157305936,807,FALSE,0,0,行政人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,,,,,,
1340,1,23,女性,未婚,YES,NO,NO,其他,0,0,0.157305936,0.157305936,1581,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,,,,
1341,0,25,女性,未婚,YES,NO,NO,一級,0,0,0.651826484,0.651826484,1552,FALSE,0,0,資深專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,保守穩定型,,,,,,
1342,0,24,女性,未婚,,,,,0,0,0.649086758,0.649086758,1538,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,外向開放型,,,,,3.7,FALSE
1343,1,27,男性,未婚,YES,NO,NO,二級,2,0.583333333,0.157305936,0.157305936,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,07C0000,處,07C0000,,,正向領導型,,,,促進團隊成功,4.5,TRUE
1344,0,23,男性,未婚,YES,NO,NO,其他,0,0,0.649086758,0.649086758,901,FALSE,0,0,中階/專案主管,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,5,TRUE
1345,0,25,男性,未婚,YES,NO,NO,二級,0,0,0.649086758,0.649086758,901,FALSE,0,0,一般專業人員,FALSE,FALSE,0.8,06C0000,處,06C0000,,,,,,學習力,,4.5,FALSE
1346,0,31,女性,未婚,YES,YES,NO,二級,1,3.916666667,0.65456621,0.65456621,1586,FALSE,0,0,基層/專案主管,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1347,0,26,女性,未婚,YES,NO,NO,其他,0,0,0.65456621,0.65456621,1587,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,5.2,TRUE
